DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,LabDup,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Dissolved Bromide,24959-67-9,,0.377,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Dissolved Chloride,16887-00-6,,120,7.5,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Specific Conductance,0,,617,5,µmhos/cm@25°C,Std Method 2510-B [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Dissolved Nitrate,14797-55-8,,2.16,0.75,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Total Dissolved Solids,0,,339,2.5,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Total Suspended Solids,0,,5.1,2.5,mg/L,Std Method 2540 D [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Dissolved Sulfate,14808-79-8,,28.9,7.5,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Field Specific Conductance,0,, 620,,uS/cm@25 °C,EPA 120.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Field Dissolved Oxygen,0,, 9.2,,mg/L,ASTM Method D888-09-C (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
2040,"3000 - Public, Review Status Unknown",Clifton Court Intake,CLIFTON,KA000000,D0124B0002,01/16/2024 10:10,Field pH,0,, 7.9,,pH Units,EPA 150.1 (Field) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,
